Punjab Assembly ,Name of Candidate,"Number of Votes Polled
","Party Affiliation
","Symbol Allocated
",Total Constituency Voters,Total Male,Total Female,Casted Votes,Casted Male,Female Vote Polled,Rejected Votes,Turnout %
PP-19,Sohail Ahmed,12,IND,#REF!,,,,,,,,
PP-19,Sardar Asif Khan,10,IND,#REF!,,,,,,,,
PP-19,Muhammad Azeem,8,IND,#REF!,,,,,,,,
PP-19,Amina Badar Afzal,-,IND,#REF!,,,,,,,,
PP-19,Muhammad Dilpazir,-,IND,#REF!,,,,,,,,
PP-19,Qasim Anwar,-,IND,#REF!,,,,,,,,
PP-19,Chaudhary Sardar Afzal,-,IND,#REF!,,,,,,,,
PP-19,Saima Shajai,-,IND,#REF!,,,,,,,,
PP-20,Sultan Haider Ali Khan,52450,PML-N,#REF!,,,,,,,,
PP-20,Ali Nasir Bhatti,43250,IND-PTI,ORANGE,,,,,,,,
PP-20,Chaudhary Naushad Ali Khan,25401,PPP,#REF!,,,,,,,,
PP-20,Hafiz Abdul Shakoor,12003,JUIF,#REF!,,,,,,,,
PP-20,Shafqat Hussain Malik,9612,TLP,#REF!,,,,,,,,
PP-20,Muhammad Ashraf Asif,9430,JIP,#REF!,,,,,,,,
PP-20,Qazi Abdul Saboor,3678,PFP,#REF!,,,,,,,,
PP-20,Nayyar Abbas,2789,IND,#REF!,,,,,,,,
PP-20,Muhammad Naveed Arif Awan,2500,IND,#REF!,,,,,,,,
PP-20,Muhammad Ejaz Ul Haq,2003,PTI-N,#REF!,,,,,,,,
PP-20,Ahmed Khan,1900,MML,#REF!,,,,,,,,
PP-20,Daud Sarwar,951,IND,#REF!,,,,,,,,
PP-20,Shahid Iqbal,900,IND,#REF!,,,,,,,,
PP-20,Nadeem Faisal,799,IND,#REF!,,,,,,,,
PP-20,Waheed Mumtaz,494,IND,#REF!,,,,,,,,
PP-20,Feroz Haider Khan,478,IND,#REF!,,,,,,,,
PP-20,Talat Mehmood Khan,101,IND,#REF!,,,,,,,,
PP-20,Chaudhary Qasim Ali,-,IND,#REF!,,,,,,,,
PP-20,Mian Asad Abbas Bhatti,-,MQM-P,#REF!,,,,,,,,
PP-20,Muhammad Arshad malik,-,IND,#REF!,,,,,,,,
PP-20,Chaudhary Taimoor Ali Khan,-,IND,#REF!,,,,,,,,
PP-20,Muhammad Zmaeer Khan,-,IND,#REF!,,,,,,,,
PP-20,Chaudhary Ijaz Hussain Farhat,-,IND,#REF!,,,,,,,,
PP-21,Tanveer Aslam Malik,83055,PML-N,#REF!,,,,,,,,
PP-21,Tariq Mehmood Afzal Kalas,75142,IND-PTI,RABAB,,,,,,,,
PP-21,Raja Amjad Noor,12560,PPP,#REF!,,,,,,,,
PP-21,Hafiz Muhammad Umar,6520,TLP,#REF!,,,,,,,,
PP-21,Nuzhat Iqbal,3090,JIP,#REF!,,,,,,,,
PP-21,Ikhlaq Hussain,1520,IND,#REF!,,,,,,,,
PP-21,Anwar Ul Haq,1361,IND,#REF!,,,,,,,,
PP-21,Haroon Abbas,1122,IND,#REF!,,,,,,,,
PP-21,Mirza Sami Ul Haq,1120,IND,#REF!,,,,,,,,
PP-21,Musa Habib Raja,1068,IND,#REF!,,,,,,,,
PP-21,Zahoor Ul Hassan,950,IND,#REF!,,,,,,,,
PP-22,Sardar Ghulam Abbas,61714,PML-N,#REF!,,,,,,,,
PP-22,Nisar Ahmed,54077,IND-PTI,SUITCASE,,,,,,,,
PP-22,Muhammad Tahir Malik,9348,JIP,#REF!,,,,,,,,
PP-22,Muhammad Idrees,9113,TLP,#REF!,,,,,,,,
PP-22,Muhammad Mazhar Hussain,4775,PPP,#REF!,,,,,,,,
PP-22,Syed Nisar Qasim,1874,IND,#REF!,,,,,,,,
PP-22,Muhammad Qasim Abbas,1437,IND,#REF!,,,,,,,,
PP-22,Zohaib Muhammad Khan,1320,IND,#REF!,,,,,,,,
PP-22,Atif Ali,1315,MML,#REF!,,,,,,,,
PP-22,Ameer Hamza,1234,JUIF,#REF!,,,,,,,,
PP-22,Shagufta Jabeen,980,IND,#REF!,,,,,,,,
PP-22,Akhtar Hussain,811,IND,#REF!,,,,,,,,
PP-22,Ansar Yasmin,799,IND,#REF!,,,,,,,,
PP-22,Shaista Akram,784,IND,#REF!,,,,,,,,
PP-22,Haji Umar Habib,730,IND,#REF!,,,,,,,,
PP-22,Tanveer Ahmed,720,IND,#REF!,,,,,,,,
PP-22,Fouzia Behram,677,IND,#REF!,,,,,,,,
PP-22,Altaf Hussain Qazi,570,IND,#REF!,,,,,,,,
PP-22,Ghazala Safdar,537,IND,#REF!,,,,,,,,
PP-22,Malik Asad Ali Khan,478,IND,#REF!,,,,,,,,
PP-22,Muhammad Iftikhar Chisti,347,IND,#REF!,,,,,,,,
PP-22,Usman Khalid,330,IND,#REF!,,,,,,,,
PP-22,Yar Muhammad Khan Yasir,287,IND,#REF!,,,,,,,,
PP-22,Alif Deen,254,IND,#REF!,,,,,,,,
PP-22,Ashfaq Aslam,216,IND,#REF!,,,,,,,,
PP-22,Malik Muhammad Farooq,127,IND,#REF!,,,,,,,,
PP-22,Muhammad Ijaz,107,IND,#REF!,,,,,,,,
PP-22,Malik Muhammad Irfan Hussain,77,IND,#REF!,,,,,,,,
PP-22,Chaudhary Sultan Ali Khan,56,IND,#REF!,,,,,,,,
PP-22,Muhammad Tuffail,9,PT,#REF!,,,,,,,,
PP-22,Sardar Mansoor Hayat Taman,-,IND,#REF!,,,,,,,,
PP-22,Chaudhary Amir najeeb Bhutta,-,IND,#REF!,,,,,,,,
PP-22,Sardar Aftab Akbar Khan,-,IND,#REF!,,,,,,,,
PP-22,Kashif Talal Khan,-,IND,#REF!,,,,,,,,
PP-22,Mushtaq Ahmed,-,IND,#REF!,,,,,,,,
PP-23,Shehryar Malik,86120,PML-N,#REF!,,,,,,,,
PP-23,Sultan Surkhru Awan,75036,IND-PTI,PAPAYA,,,,,,,,
PP-23,Pir Muhammad Shah,7241,TLP,#REF!,,,,,,,,
PP-23,Malik Muhammad Khan,3672,JIP,#REF!,,,,,,,,
PP-23,Malik Azmat Hayat,2635,PPP,#REF!,,,,,,,,
PP-23,Mohsin Hayat,672,JUIF,#REF!,,,,,,,,
PP-23,Muhammad Khan,412,MML,#REF!,,,,,,,,
PP-23,Malik Muhammad Zia ul Haq,364,IND,#REF!,,,,,,,,
PP-23,Saad Hayat Taman,136,IND,#REF!,,,,,,,,
PP-23,Khalida Parveen,120,IND,#REF!,,,,,,,,
PP-23,Muhammad Roman Ahmed,106,IND,#REF!,,,,,,,,
PP-23,Anwar Hussain,70,IND,#REF!,,,,,,,,
PP-23,Sher Khan Awan,26,IND,#REF!,,,,,,,,
PP-23,Muhammad Shoaib,18,PNP,#REF!,,,,,,,,
PP-23,Talha Zubair,15,IND,#REF!,,,,,,,,
PP-23,Malik Tanzeel Waqas,15,IND,#REF!,,,,,,,,
PP-23,Nisar Ahmed,15,IND,#REF!,,,,,,,,
PP-23,Yar Muhammad Khan Yasir,13,IND,#REF!,,,,,,,,
PP-23,zeeshan Mohsin,10,IND,#REF!,,,,,,,,
PP-23,Muhammad Qasim Abbas,7,IND,#REF!,,,,,,,,
PP-23,Ammad Ali Khan,7,IND,#REF!,,,,,,,,
PP-23,Naseer Ahmed ch,2,IND,#REF!,,,,,,,,
PP-23,Muhammad Shahbaz,-,IND,#REF!,,,,,,,,
PP-23,Amna Bibi,-,IND,#REF!,,,,,,,,
PP-23,Sardar Mansoor Hayat Taman,-,IND,#REF!,,,,,,,,
PP-24,Riffat Zaidi,55029,IND-PTI,WATER COOLE,,,,,,,,
PP-24,Raja Yawar Kmal,49781,IPP,#REF!,,,,,,,,
PP-24,Syed Irfan Ameer Shah Bukhari,30031,TLP,#REF!,,,,,,,,
PP-24,Syed Zubair Hussain Shah,10946,IND,#REF!,,,,,,,,
PP-24,Mirza Abdul Ghaffar Khan,4234,PPP,#REF!,,,,,,,,
PP-24,Qasim Mehmood,4173,JIP,#REF!,,,,,,,,
PP-24,Yasrab Ali,2586,IND,#REF!,,,,,,,,
PP-24,Ghazanfar Ali Chaudhary,1923,IND,#REF!,,,,,,,,
PP-24,Raja Awais Khalid,1513,IND,#REF!,,,,,,,,
PP-24,Zafar Iqbal,980,MML,#REF!,,,,,,,,
PP-24,Syed Irfan Ali Shah,712,IND,#REF!,,,,,,,,
PP-24,Raja Rizwan Siddique,691,PAT,#REF!,,,,,,,,
PP-24,Zahid Aziz,670,IND,#REF!,,,,,,,,
PP-24,Taimoor Nisar Kyani,514,JWP,#REF!,,,,,,,,
PP-24,Ghulam Murtaza,359,IND,#REF!,,,,,,,,
PP-24,Syed Ishtiaq Hussain,315,ITP,#REF!,,,,,,,,
PP-24,Anwar ul Haq,245,IND,#REF!,,,,,,,,
PP-24,Muhammad Saeed,235,IND,#REF!,,,,,,,,
PP-24,Muhammad Aurangzaib Tariq,233,IND,#REF!,,,,,,,,
PP-24,Sadia Khan,233,IND,#REF!,,,,,,,,
PP-24,Syed Dulair Hussain Shah,224,IND,#REF!,,,,,,,,
PP-24,Muhammad Siddique ch,211,IND,#REF!,,,,,,,,
PP-24,Hassan Khushal Kyani,199,TTK,#REF!,,,,,,,,
PP-24,Muhammad Waseem Afzal,189,IND,#REF!,,,,,,,,
PP-24,Muhammad Humair,188,IND,#REF!,,,,,,,,
PP-24,Jamshed Ashraf,159,IND,#REF!,,,,,,,,
PP-24,Gul Zman,125,IND,#REF!,,,,,,,,
PP-24,Zunehra Taj,105,IND,#REF!,,,,,,,,
PP-24,Ateeb Mehmood,95,IND,#REF!,,,,,,,,
PP-24,Amjad Rasheed Tipu,56,IND,#REF!,,,,,,,,
PP-24,Sabrina Javed,-,IND,#REF!,,,,,,,,
PP-24,Chaudhry Nadeem Khadim,-,IND,#REF!,,,,,,,,
PP-25,Yasir Quershi,67391,IND-PTI,MEDAL,,,,,,,,
PP-25,Chaudhry Nadeem Khadim,40560,PML-N,#REF!,,,,,,,,
PP-25,zubair Salman,11319,TLP,#REF!,,,,,,,,
PP-25,Kashifa Farrukh,7979,IND,#REF!,,,,,,,,
PP-25,Chaudhary Kashif Islam,2638,PPP,#REF!,,,,,,,,
PP-25,Shauqat Iqbal Mirza,2150,IND,#REF!,,,,,,,,
PP-25,Mirza Muhammad Afzaal Ahmed,1686,JIP,#REF!,,,,,,,,
PP-25,Hamza Naveed,911,IND,#REF!,,,,,,,,
PP-25,Muhammad Afzal ch,529,MML,#REF!,,,,,,,,
PP-25,Muhammad Zaheer Butt,469,IND,#REF!,,,,,,,,
PP-25,Imran Mehmood,467,IND,#REF!,,,,,,,,
PP-25,Affan Umer Farooq,433,PAT,#REF!,,,,,,,,
PP-25,Hassam Javed,387,BPP,#REF!,,,,,,,,
PP-25,Junaid javed,333,IND,#REF!,,,,,,,,
PP-25,Qaisar Mehmood,237,IND,#REF!,,,,,,,,
PP-25,Tasaduq Hussain,178,IND,#REF!,,,,,,,,
PP-25,Muhammad Yousaf ch,178,IND,#REF!,,,,,,,,
PP-25,Waseem Khan,161,IND,#REF!,,,,,,,,
PP-25,Muhammad Hamza Kyani,143,IND,#REF!,,,,,,,,
PP-25,Aftab Nazir,115,IND,#REF!,,,,,,,,
PP-25,Chaudhary Lal Hussain,112,IND,#REF!,,,,,,,,
PP-25,Abrar Hussain,66,IND,#REF!,,,,,,,,
PP-25,Sumaira Saeed,64,IND,#REF!,,,,,,,,
PP-25,Jafar Raza,50,IND,#REF!,,,,,,,,
PP-25,Chaudhary Tasneem Nasir,-,IND,#REF!,,,,,,,,
PP-26,Mushtaq Ahmed,60181,IND-PTI,CHARPAI,,,,,,,,
PP-26,Nasir Mehmood,54574,PML-N,#REF!,,,,,,,,
PP-26,Imran Haider,17817,TLP,#REF!,,,,,,,,
PP-26,Nazir Hussain,10864,PPP,#REF!,,,,,,,,
PP-26,Muhammad Afzal ch,2036,MML,#REF!,,,,,,,,
PP-26,Ikhlaq Ahmed,1994,IND,#REF!,,,,,,,,
PP-26,Muhammad Ishaq ch,1744,IND,#REF!,,,,,,,,
PP-26,Nadeem Ahmed ch,1083,JIP,#REF!,,,,,,,,
PP-26,Muhammad Taimoor Nawaz,916,IND,#REF!,,,,,,,,
PP-26,Anwar Khan Afridi,875,IND,#REF!,,,,,,,,
PP-26,Muhammad Shoaib Rasool Khokhar,860,IND,#REF!,,,,,,,,
PP-26,Nayar Sohail Mehdi,824,IND,#REF!,,,,,,,,
PP-26,Syed Ishtiaq Hussain,743,ITP,#REF!,,,,,,,,
PP-26,Iftikhar Ahmed Shahzad,200,IND,#REF!,,,,,,,,
PP-26,Muhammad Waris khan,195,IND,#REF!,,,,,,,,
PP-26,Sikandar Hayat,194,IND,#REF!,,,,,,,,
PP-26,Rizwan Anwar,193,IND,#REF!,,,,,,,,
PP-26,Faisal Fareed,148,IND,#REF!,,,,,,,,
PP-26,Ubaid Anwar,112,IND,#REF!,,,,,,,,
PP-26,Raja Sohail Arshad,74,IND,#REF!,,,,,,,,
PP-26,Neelofar Ahmed Malik,48,IND,#REF!,,,,,,,,
PP-26,Syed Asif Shah,-,IND,#REF!,,,,,,,,
PP-27,Raja Aslam,34754,PML,#REF!,,,,,,,,
PP-27,Nouman Ashraf Chaudhary,30306,IND-PTI,,,,,,,,,
PP-27,Malik Hanif Awan,27867,PML-N,#REF!,,,,,,,,
PP-27,Muhammad Afzal,13994,TLP,#REF!,,,,,,,,
PP-27,Ikram Raza,3278,MML,#REF!,,,,,,,,
PP-27,Ali Raza Waheed,3102,JIP,#REF!,,,,,,,,
PP-27,Manazar Hussain,628,IND,#REF!,,,,,,,,
PP-27,Rashid Ali Sial,193,PAT,#REF!,,,,,,,,
PP-27,Chaudhry Arshad Mehmood,110,IND,#REF!,,,,,,,,
PP-27,Faisal Shoukat,66,APP,#REF!,,,,,,,,
PP-27,Rashid Rafiq,63,IND,#REF!,,,,,,,,
PP-27,Ali Asghar,45,IND,#REF!,,,,,,,,
PP-27,Raja Khuram Shahzad,44,IND,#REF!,,,,,,,,
PP-27,Nasir Ahmed,43,IND,#REF!,,,,,,,,
PP-27,Muhammad Qayyum Choudhary,39,IND,#REF!,,,,,,,,
PP-27,Aamir Rafique,31,AML,#REF!,,,,,,,,
PP-27,Shamim Ashraf,27,IND,#REF!,,,,,,,,
PP-27,Muhammad Ghazanfar Iqbal,11,IND,#REF!,,,,,,,,
PP-27,Saif Ur Rehman,-,IND,#REF!,,,,,,,,
PP-28,Shahid Raza,48271,IND-PTI,CHARPAI,,,,,,,,
PP-28,Shabbir Ahmed,35268,PML-N,#REF!,,,,,,,,
PP-28,Naeem Raza,-,PML,#REF!,,,,,,,,
PP-28,Yasir Altaf,-,TLP,#REF!,,,,,,,,
PP-28,Tariq Saleem,-,JIP,#REF!,,,,,,,,
PP-28,Tariq Mahmood ch,-,IND,#REF!,,,,,,,,
PP-28,Syed Fida Hussain Shah,-,IND,#REF!,,,,,,,,
PP-28,Haq Nawaz,-,IND,#REF!,,,,,,,,
PP-28,Waqas Ahmed,-,JUIF,#REF!,,,,,,,,
PP-28,Muhammad Latif,-,PAT,#REF!,,,,,,,,
PP-28,Irfan Ud Din Ahmed,-,IND,#REF!,,,,,,,,
PP-28,Sadia Shahid,-,IND,#REF!,,,,,,,,
PP-28,Chaudhry Muhammad Asif,-,IND,#REF!,,,,,,,,
PP-28,Waqar Munir,-,IND,#REF!,,,,,,,,
PP-28,Muhammad Usman Siddique,-,IND,#REF!,,,,,,,,
PP-28,Abdul Malik Sajid,-,IND,#REF!,,,,,,,,
PP-28,Shakar Latif,-,IND,#REF!,,,,,,,,
PP-28,Khalil Ur Rehman Malik,-,IND,#REF!,,,,,,,,
PP-28,Nadeem Ashiq Awan,-,IND,#REF!,,,,,,,,
PP-28,Kamran Khalid Butt,-,PRP,#REF!,,,,,,,,
PP-29,Khalid Asghar Ghooral,46795,PML,#REF!,,,,,,,,
PP-29,Nwabzada Haider Mehdi,34981,PML-N,#REF!,,,,,,,,
PP-29,Afia Noreen,32725,IND-PTI,DOVE,,,,,,,,
PP-29,Muhammad Mehmood Qadri,17105,TLP,#REF!,,,,,,,,
PP-29,Shahbaz Ahmed Chaudhery,2579,JIP,#REF!,,,,,,,,
PP-29,Fakhar Zaman,2457,IND,#REF!,,,,,,,,
PP-29,Saeed Ahmad ch,997,PAT,#REF!,,,,,,,,
PP-29,Raja Muhammad Adrees,428,PPP,#REF!,,,,,,,,
PP-29,Muhammad Asif Awan,424,PTI-N,#REF!,,,,,,,,
PP-29,Badar Munir,222,IND,#REF!,,,,,,,,
PP-29,Tanveer Ahmed,185,IND,#REF!,,,,,,,,
PP-29,Sahibzada Sultan Mehmood Qadri,140,IND,#REF!,,,,,,,,
PP-29,Muhammad Iftikhar Javed,111,IND,#REF!,,,,,,,,
PP-29,Sultan Ul Mulk,102,IND,#REF!,,,,,,,,
PP-29,Zubair Ahmed Khan,99,IND,#REF!,,,,,,,,
PP-29,Ehtisham Aziz Butt,94,IND,#REF!,,,,,,,,
PP-29,Abdul Hameed Butt,-,IND,#REF!,,,,,,,,
PP-30,Moeen Nwaz Warraich,39514,PML-N,#REF!,,,,,,,,
PP-30,Tanveer Ahmed,28638,IND-PTI,LETTER BOX,,,,,,,,
PP-30,Nadeem Iqbal,39,IND,#REF!,,,,,,,,
PP-30,Muhammad Abdullah Warraich,-,PML,#REF!,,,,,,,,
PP-30,Ali Raza,-,TLP,#REF!,,,,,,,,
PP-30,Anas Mujahid,-,JIP,#REF!,,,,,,,,
PP-30,Zaib Un Nisa,-,PPP,#REF!,,,,,,,,
PP-30,Muhammad Shafat Bashir,-,IND,#REF!,,,,,,,,
PP-30,Mubashar Majeed Butt,-,IND,#REF!,,,,,,,,
PP-30,Zaheer Ahmad,-,PAT,#REF!,,,,,,,,
PP-30,Chaudhry Ateeq Zaman Doga,-,IND,#REF!,,,,,,,,
PP-30,Yasir Arafat,-,IND,#REF!,,,,,,,,
PP-30,Mudassar Iqbal,-,IND,#REF!,,,,,,,,
PP-30,Muhammad Husnain,-,IND,#REF!,,,,,,,,
PP-30,Imran Zafar,-,IND,#REF!,,,,,,,,
PP-30,Shahbaz Hussain,-,IND,#REF!,,,,,,,,
PP-30,Hassan Sardar,-,IND,#REF!,,,,,,,,
PP-30,Chaudhry Afghan Farooq,-,IND,#REF!,,,,,,,,
PP-30,Ch Iftikhar Ahmad Samma,-,IND,#REF!,,,,,,,,
PP-30,Waheed Ul Zaman,-,IND,#REF!,,,,,,,,
PP-30,Muhammad Usman Nawaz,-,IND,#REF!,,,,,,,,
PP-30,Muhammad Ilyas Ahmed,-,MML,#REF!,,,,,,,,
PP-30,Abdul Wahab Butt,-,IND,#REF!,,,,,,,,
PP-30,Sajid Yousaf,-,IND,#REF!,,,,,,,,
PP-30,Hafiz Atta Ur Rahman,-,IND,#REF!,,,,,,,,
PP-30,Bilal Ahmad ch,-,IND,#REF!,,,,,,,,
PP-31,Candidates,Votes,Party,#REF!,,,,,,,,
PP-31,Chaudhary Shafay Hussain,64132,PML,#REF!,,,,,,,,
PP-31,Mudassir Machyana,48311,IND-PTI,PEACOCK,,,,,,,,
PP-31,Adeel Arshad,5260,TLP,#REF!,,,,,,,,
PP-31,Muhammad Shahid Chishty,3410,IND,#REF!,,,,,,,,
PP-31,Chaudhry Ansar Mehmood,3265,JIP,#REF!,,,,,,,,
PP-31,Zain Pervaiz Choudary,1511,IND,#REF!,,,,,,,,
PP-31,Muhammad Afzal Gondal,1203,IND,#REF!,,,,,,,,
PP-31,Syed Muhammad Haroon Bukhari,220,PAT,#REF!,,,,,,,,
PP-31,Muhammad Imran Ali,141,IND,#REF!,,,,,,,,
PP-31,Shahid Rashid,55,IND,#REF!,,,,,,,,
PP-31,Akhtar Hussain Joura,36,IND,#REF!,,,,,,,,
PP-31,Zeeshan Afzal Gondal,27,IND,#REF!,,,,,,,,
PP-31,Sulimaan Shoukat,25,MML,#REF!,,,,,,,,
PP-31,Rana Naveed Shahzad,25,PNP,#REF!,,,,,,,,
PP-31,Tariq Javed Khatana,21,IND,#REF!,,,,,,,,
PP-31,Imran Zafar,15,IND,#REF!,,,,,,,,
PP-31,Anwar Hussain,13,PFP,#REF!,,,,,,,,
PP-31,Nasir Mehmood ch,11,IND,#REF!,,,,,,,,
PP-31,Zagham Abbas,11,IND,#REF!,,,,,,,,
PP-31,Ch. Ali Abrar Jaura,7,IND,#REF!,,,,,,,,
PP-31,Umar Bashir,4,IND,#REF!,,,,,,,,
PP-31,Khalid Perveiz,2,IND,#REF!,,,,,,,,
PP-31,Jabran Arshad,2,IND,#REF!,,,,,,,,
PP-31,Mudassar Raza,-,IND,#REF!,,,,,,,,
PP-31,Umar Sharif Qadri,-,IND,#REF!,,,,,,,,
PP-32,Candidates,Votes,Party,#REF!,,,,,,,,
PP-32,Chaudhry Salik Hussain,55615,PML,#REF!,,,,,,,,
PP-32,Pervaiz Elahi,44713,IND,#REF!,,,,,,,,
PP-32,Faisal Mehmood,969,TLP,#REF!,,,,,,,,
PP-32,Abdul Khaliq ch,664,PAT,#REF!,,,,,,,,
PP-32,Hafiz Muhammad Iqbal,442,JIP,#REF!,,,,,,,,
PP-32,Aleem Ullah Waraich,411,IND,#REF!,,,,,,,,
PP-32,Hafiz Muhammad Tahir Rashid,227,JUIF,#REF!,,,,,,,,
PP-32,Azfar Badar,172,PPP,#REF!,,,,,,,,
PP-32,Imran Zafar,169,IND,#REF!,,,,,,,,
PP-32,Waqar Ayoub,78,IND,#REF!,,,,,,,,
PP-32,Ch Iftikhar Ahmad Samma,74,IND,#REF!,,,,,,,,
PP-32,Sami Ullah Naz Awan,72,IND,#REF!,,,,,,,,
PP-32,Zahid Mahmood ch,55,IND,#REF!,,,,,,,,
PP-32,Ch. Ali Abrar Jaura,51,IND,#REF!,,,,,,,,
PP-32,Ali Aqdas,49,IND,#REF!,,,,,,,,
PP-32,Waseem Qaisar,44,IND,#REF!,,,,,,,,
PP-32,Zahra Akhlas,41,IND,#REF!,,,,,,,,
PP-32,Chaudhry Muhammad Ashraf Diona,41,IND,#REF!,,,,,,,,
PP-32,Rehana Abbas,41,IND,#REF!,,,,,,,,
PP-32,Chaudhary Muazzam Siddique,40,IND,#REF!,,,,,,,,
PP-32,Muhammad Ayoub Butt,21,IND,#REF!,,,,,,,,
PP-32,Samaira Elahee Chauhan,15,IND,#REF!,,,,,,,,
PP-32,Muhammad Afzal Gondal,15,IND,#REF!,,,,,,,,
PP-32,Umar Bashir,15,IND,#REF!,,,,,,,,
PP-32,Asghar Ali ch,14,IND,#REF!,,,,,,,,
